Gaspar_code,Family,Genus,Species,Sizec,Size,Mobility,Activity,Schooling,Position,Diet_Mouillot_2014,Diet_Parravicini_2020
63194,Bythitidae,Diancistrus,eremitus,8.3,2,1,3,1,1,IM,
63195,Bythitidae,Diancistrus,fijiensis,4.9,1,1,3,1,1,IM,
63201,Bythitidae,Diancistrus,jackrandalli,7.9,2,1,3,1,1,IM,
63205,Bythitidae,Diancistrus,jeffjohnsoni,6,1,1,3,1,1,IM,
63206,Bythitidae,Diancistrus,karinae,7.5,2,1,3,1,1,IM,
63208,Bythitidae,Diancistrus,katrineae,10.2,2,1,3,1,1,IM,
63209,Bythitidae,Diancistrus,leisi,3.3,1,1,3,1,1,IM,
63210,Bythitidae,Diancistrus,mcgroutheri,4.7,1,1,3,1,1,IM,
63219,Bythitidae,Diancistrus,machidai,6,1,1,3,1,1,IM,
63220,Bythitidae,Diancistrus,manciporus,5.3,1,1,3,1,1,IM,
63221,Bythitidae,Diancistrus,mennei,4.8,1,1,3,1,1,IM,
63222,Bythitidae,Diancistrus,niger,4.5,1,1,3,1,1,IM,
63224,Bythitidae,Diancistrus,pohnpeiensis,8.2,2,1,3,1,1,IM,
63225,Bythitidae,Diancistrus,robustus,5.2,1,1,3,1,1,IM,
63226,Bythitidae,Diancistrus,springeri,4.2,1,1,3,1,1,IM,
63227,Bythitidae,Diancistrus,tongaensis,4.5,1,1,3,1,1,IM,
63230,Bythitidae,Diancistrus,vietnamensis,6.2,1,1,3,1,1,IM,
63231,Bythitidae,Paradiancistrus,acutirostris,3.6,1,1,3,1,1,IM,
63233,Bythitidae,Paradiancistrus,cuyoensis,3.6,1,1,3,1,1,IM,
63234,Bythitidae,Dermatopsis,greenfieldi,NA,NA,1,3,1,1,IM,
63242,Pinguipedidae,Parapercis,lineopunctata,74.1,5,2,1,1,1,FC,Microinvertivores
63251,Bythitidae,Dipulus,hutchinsi,10.2,2,1,3,1,1,IM,
63255,Bythitidae,Dermatopsoides,andersoni,3.9,1,1,3,1,1,IM,
63270,Bythitidae,Ogilbia,cocoensis,3.799999952,1,1,3,1,1,IM,
63272,Bythitidae,Ogilbia,jewettae,6.800000191,1,1,3,1,1,IM,
63273,Bythitidae,Ogilbia,nigromarginata,7.7,2,1,3,1,1,IM,
63277,Bythitidae,Ogilbia,robertsoni,7.099999905,2,1,3,1,1,IM,
63278,Bythitidae,Ogilbia,sedorae,5.900000095,1,1,3,1,1,IM,
63280,Bythitidae,Ogilbia,jeffwilliamsi,5.599999905,1,1,NA,1,1,IM,
63282,Bythitidae,Ogilbia,sabaji,5,1,1,NA,1,1,IM,
63283,Bythitidae,Ogilbia,suarezae,7.5,2,1,NA,1,1,IM,
63358,Gobiesocidae,Apletodon,wirtzi,1.419999957,1,1,1,1,1,IM,
63365,Bythitidae,Ogilbichthys,kakuki,6.699999809,1,1,NA,1,1,IM,
63366,Bythitidae,Ogilbichthys,longimanus,NA,1,1,NA,1,1,IM,
63374,Gobiidae,Trimma,flavatrum,2.3,1,1,1,1,1,PK,
63375,Gobiidae,Trimma,hayashii,2.33,1,1,1,1,1,PK,
63380,Gobiidae,Cabillus,atripelvicus,4.06,1,1,1,1,1,IM,Microinvertivores
63422,Ophidiidae,Brotula,flaviviridis,15.1,3,1,3,1,1,IM,
63423,Apogonidae,Zoramia,flebila,4.36,1,1,3,5,2,PK,Microinvertivores
63424,Apogonidae,Zoramia,viridiventer,4.23,1,1,3,5,2,PK,Microinvertivores
63426,Congridae,Gorgasia,thamani,118.58,6,1,1,3,1,PK,Piscivores
63427,Apogonidae,Apogon,kautamea,4.239999771,1,1,3,NA,NA,PK,Microinvertivores
63428,Apogonidae,Apogon,rubrifuscus,10.14999962,2,1,3,NA,NA,PK,Crustacivores
63429,Apogonidae,Apogon,campbelli,3.86,1,1,3,NA,NA,PK,Microinvertivores
63430,Gobiidae,Cabillus,caudimacula,2.23,1,1,1,1,1,IM,
63431,Gobiidae,Pleurosicya,larsonae,1.95,1,1,1,NA,NA,OM,
63440,Labridae,Iniistius,griffithsi,14.3,2,2,1,1,1,IM,Microinvertivores
63445,Epigonidae,Epigonus,cavaticus,6.95,1,1,NA,3,2,PK,
63447,Apogonidae,Apogon,pleuron,10.4,2,1,3,NA,NA,PK,
63450,Labridae,Oxycheilinus,lineatus,15.95,3,2,1,1,1,IM,Microinvertivores
6347,Gobiidae,Sicyopterus,stimpsoni,19.79999924,3,1,NA,NA,NA,IM,Microinvertivores
63514,Carangidae,Caranx,fischeri,53,5,3,1,5,3,FC,Piscivores
63541,Gobiidae,Trimma,gigantum,2.99,1,1,1,1,1,PK,
63542,Gobiidae,Trimma,randalli,1.97,1,1,1,1,1,PK,
63543,Gobiidae,Trimma,tauroculum,1.92,1,1,1,1,1,PK,
63544,Gobiidae,Trimma,fucatum,1.98,1,1,1,1,1,PK,
63549,Gobiidae,Trimma,sanguinellus,2.1,1,1,1,1,1,PK,
63553,Pomacentridae,Chromis,brevirostris,6.85,1,1,1,NA,NA,PK,Planktivores
63577,Scaridae,Scarus,maculipinna,19.05,3,2,1,NA,1,OM,Microinvertivores
6358,Chirocentridae,Chirocentrus,dorab,100,6,3,2,4,3,FC,
6359,Balistidae,Xanthichthys,caeruleolineatus,35,4,3,1,4,2,PK,Planktivores
6360,Carangidae,Caranx,papuensis,88,6,3,2,3,3,FC,Piscivores
63604,Ophichthidae,Ichthyapus,platyrhynchus,NA,4,1,3,1,1,FC,Crustacivores
6362,Haemulidae,Plectorhinchus,albovittatus,100,6,2,1,1,2,IM,Macroinvertivores
6364,Haemulidae,Plectorhinchus,chaetodonoides,72,5,2,1,1,1,IM,Macroinvertivores
6365,Haemulidae,Plectorhinchus,gaterinoides,40,4,2,1,3,1,IM,
6366,Haemulidae,Plectorhinchus,gibbosus,75,5,2,1,3,1,IM,Macroinvertivores
63660,Gobiidae,Asterropteryx,ovata,2.72,1,1,1,3,1,OM,
63698,Apogonidae,Nectamia,viria,7.2,2,1,3,3,1,PK,Microinvertivores
6370,Haemulidae,Plectorhinchus,picus,84,6,2,1,1,1,IM,Macroinvertivores
63700,Gobiesocidae,Discotrema,monogrammum,2.32,1,1,1,1,1,IM,
63703,Pomacentridae,Chrysiptera,giti,3.6,1,1,1,NA,1,PK,Planktivores
63704,Labridae,Paracheilinus,nursalim,5.1,1,1,1,4,2,PK,Microinvertivores
7342,Serranidae,Epinephelus,ergastularius,157,6,2,NA,NA,NA,FC,
63714,Gobiidae,Grallenia,lipi,1.55,1,1,1,1,1,IM,
63719,Gobiidae,Grallenia,arenicola,1.94,1,1,1,1,1,IM,
63722,Serranidae,Pseudanthias,charleneae,7.53,2,1,1,5,2,PK,Crustacivores
63725,Pseudochromidae,Pictichromis,coralensis,5.22,1,1,1,1,1,IM,Microinvertivores
63726,Syngnathidae,Corythoichthys,benedetto,6.76,1,1,1,2,1,IM,Microinvertivores
63727,Scorpaenidae,Pterois,andover,16.8,3,1,3,1,2,FC,Crustacivores
6373,Mullidae,Parupeneus,rubescens,43,4,2,1,3,1,IM,Crustacivores
63732,Gobiidae,Coryphopterus,tortugae,NA,1,1,1,3,1,OM,Herbivores Microvores Detritivores
63749,Apogonidae,Nectamia,ignitops,7.900000095,2,1,3,3,2,PK,Microinvertivores
63750,Apogonidae,Nectamia,luxuria,7.699999809,2,1,3,3,2,PK,Microinvertivores
63751,Apogonidae,Nectamia,similis,6.3,1,1,3,3,1,PK,Microinvertivores
63755,Gobiidae,Vanderhorstia,steelei,5.19,1,1,1,1,1,IM,Microinvertivores
63763,Pinguipedidae,Parapercis,basimaculata,7.75,2,2,1,1,1,IM,Microinvertivores
63765,Pinguipedidae,Parapercis,natator,8.86,2,2,1,1,1,IM,Microinvertivores
6380,Muraenidae,Gymnothorax,javanicus,300,6,1,3,1,1,FC,Piscivores
6383,Apistidae,Apistus,carinatus,20,3,1,3,1,1,IM,
63838,Ophichthidae,Apterichtus,australis,40,4,2,NA,1,1,FC,Crustacivores
6384,Tetrarogidae,Centropogon,australis,15,3,1,3,3,1,FC,
63850,Ptereleotridae,Ptereleotris,brachyptera,5.4,1,1,1,4,2,PK,Planktivores
63852,Ptereleotridae,Ptereleotris,kallista,6.95,1,1,1,4,2,PK,Planktivores
63860,Muraenidae,Muraena,augusti,NA,1,1,2,1,1,IM,Crustacivores
63872,Pomacentridae,Pomacentrus,microspilus,NA,2,1,1,NA,NA,OM,Planktivores
63874,Pomacentridae,Chromis,xouthos,9.23,2,1,1,5,2,PK,Planktivores
63878,Labridae,Epibulus,brevis,18.5,3,2,1,1,1,FC,Crustacivores
6388,Synanceiidae,Minous,monodactylus,15,3,1,3,1,1,FC,
63881,Gobiidae,Eviota,hoesei,2.05,1,1,1,1,1,IM,
63884,Gobiidae,Eviota,readerae,1.79,1,1,1,NA,1,IM,
63885,Xenisthmidae,Xenisthmus,chi,2.06,1,1,NA,1,1,IM,
63886,Xenisthmidae,Xenisthmus,eirospilus,1.82,1,1,NA,1,1,IM,
63887,Xenisthmidae,Xenisthmus,semicinctus,1.94,1,1,NA,1,1,IM,
63889,Gobiidae,Asterropteryx,senoui,2.49,1,1,1,3,1,OM,
6389,Synanceiidae,Synanceia,horrida,60,5,1,3,1,1,FC,
63902,Apogonidae,Apogon,seminigracaudus,3.27,1,1,3,NA,NA,PK,Microinvertivores
63907,Albulidae,Albula,oligolepis,35.40000153,4,2,2,3,1,IM,
63908,Albulidae,Albula,virgata,32.20000076,4,2,2,3,1,IM,
63911,Gobiesocidae,Discotrema,zonatum,2.29,1,1,1,1,1,IM,
6392,Batrachoididae,Daector,reticulata,27,3,2,NA,1,1,IM,
63939,Gobiidae,Tomiyamichthys,tanyspilus,5.1,1,1,1,1,1,OM,Microinvertivores
63941,Pomacentridae,Chromis,onumai,12.58,2,1,1,NA,2,PK,Planktivores
63944,Gobiidae,Trimma,yanagitai,3.68,1,1,1,1,1,PK,Microinvertivores
63945,Gobiidae,Trimma,nomurai,1.92,1,1,1,1,1,PK,
6395,Muraenidae,Gymnothorax,pictus,140,6,1,3,1,1,FC,Piscivores
63956,Gobiidae,Vanderhorstia,attenuata,3.63,1,1,1,1,1,IM,Microinvertivores
63959,Gobiidae,Vanderhorstia,auronotata,2.83,1,1,1,1,1,IM,Microinvertivores
6396,Serranidae,Cephalopholis,argus,60,5,1,2,1,1,FC,Piscivores
63960,Gobiidae,Vanderhorstia,belloides,4.77,1,1,1,1,1,IM,Microinvertivores
63961,Gobiidae,Vanderhorstia,dorsomacula,NA,2,1,1,1,1,IM,Microinvertivores
63981,Labridae,Cirrhilabrus,brunneus,4.36,1,1,1,4,2,PK,Microinvertivores
63983,Labridae,Paracheilinus,walton,4.07,1,1,1,4,2,PK,Microinvertivores
6399,Ostraciidae,Lactoria,cornuta,46,4,3,2,1,1,IM,sessile invertivores
63993,Gobiidae,Tryssogobius,nigrolineatus,2.9,1,1,1,3,1,IM,
64,Gobiesocidae,Diplecogaster,bimaculata bimaculata,6,1,1,1,1,1,IM,
640,Gobiesocidae,Lepadogaster,candolii,7.5,2,1,1,1,1,IM,
6400,Tetraodontidae,Arothron,nigropunctatus,33,4,2,1,1,1,IS,Corallivores
6401,Tetraodontidae,Arothron,meleagris,50,5,2,1,1,1,IS,Corallivores
64023,Labridae,Bodianus,neopercularis,9.72,2,2,1,1,1,IM,Microinvertivores
64026,Labridae,Bodianus,paraleucosticticus,9.91,2,2,1,1,1,IM,Microinvertivores
6403,Synanceiidae,Inimicus,filamentosus,25,3,2,2,1,1,FC,
6404,Scorpaenidae,Pterois,russelii,30,4,1,3,1,2,FC,Crustacivores
64060,Synodontidae,Synodus,mascarensis,13.7,2,2,2,1,1,FC,Piscivores
6407,Diodontidae,Chilomycterus,schoepfii,27.89999962,3,1,1,1,2,IM,Macroinvertivores
6408,Cirrhitidae,Cirrhitus,rivulatus,60,5,2,1,1,1,IM,Piscivores
64088,Bythitidae,Beaglichthys,bleekeri,7.2,2,1,3,1,1,IM,
6414,Opistognathidae,Opistognathus,punctatus,40.59999847,4,1,1,1,1,IM,Piscivores
64152,Tetrarogidae,Liocranium,pleurostigma,3.35,1,1,NA,NA,NA,IM,
6416,Polynemidae,Polydactylus,sexfilis,61,5,3,NA,3,1,IM,Crustacivores
64181,Pomacentridae,Amphiprion,barberi,8.58,2,1,1,3,1,PK,Planktivores
64182,Labridae,Cirrhilabrus,beauperryi,8.51,2,1,1,4,2,PK,Microinvertivores
64196,Gobiidae,Minysicya,caudimaculata,1.3,1,1,1,1,1,OM,
64203,Apogonidae,Ostorhinchus,leslie,4.9,1,1,3,3,1,PK,
64204,Pomacanthidae,Chaetodontoplus,vanderloosi,12.52,2,1,1,1,1,IM,sessile invertivores
64206,Apogonidae,Neamia,articycla,3.55,1,1,3,NA,NA,IM,Microinvertivores
64209,Syngnathidae,Dunckerocampus,naia,11.98,2,1,1,2,1,IM,Microinvertivores
64210,Pomacentridae,Chromis,monochroma,5.13,1,1,1,NA,2,PK,Planktivores
64212,Pomacentridae,Chromis,pura,7.63,2,1,1,NA,2,PK,Planktivores
64215,Caesionidae,Pterocaesio,flavifasciata,20.43,3,3,1,5,3,PK,
64216,Labridae,Wetmorella,tanakai,3.65,1,1,1,1,1,IM,Microinvertivores
64221,Bythitidae,Grammonus,yunokawai,9.8,2,1,3,1,1,IM,
64223,Blenniidae,Laiphognathus,longispinis,5.1,1,1,1,1,1,HD,Herbivores Microvores Detritivores
64230,Pinguipedidae,Parapercis,pacifica,18.58,3,2,1,1,1,IM,Crustacivores
64231,Pinguipedidae,Parapercis,queenslandica,20.79,3,2,1,1,1,IM,Crustacivores
64232,Pinguipedidae,Parapercis,xanthogramma,17.44,3,2,1,1,1,IM,Crustacivores
64240,Labridae,Bodianus,sepiacaudus,8.67,2,2,1,1,1,IM,Microinvertivores
64241,Labridae,Bodianus,rubrisos,23,3,2,1,1,1,IM,Microinvertivores
64242,Labridae,Bodianus,dictynna,25,3,2,NA,NA,NA,IM,Microinvertivores
64243,Labridae,Bodianus,busellatus,31.5,4,2,NA,NA,NA,IM,Macroinvertivores
64244,Labridae,Bodianus,solatus,30.9,4,2,1,1,1,IM,Macroinvertivores
6426,Sparidae,Pagrus,auratus,130,6,3,2,3,1,IM,
64273,Gobiidae,Eviota,partimacula,1.49,1,1,1,NA,1,IM,
64285,Labridae,Xyrichtys,pastellus,11.7,2,2,1,3,1,IM,
643,Gobiesocidae,Lepadogaster,lepadogaster,6.5,1,1,1,1,1,IM,
6433,Labridae,Choerodon,schoenleinii,100,6,2,1,1,1,IM,Macroinvertivores
6437,Clinidae,Ribeiroclinus,eigenmanni,4.400000095,1,1,1,1,1,IM,
6438,Scaridae,Scarus,tricolor,50,3,2,1,1,1,OM,Herbivores Microvores Detritivores
7343,Serranidae,Epinephelus,erythrurus,45,4,2,2,1,1,FC,Crustacivores
9228,Serranidae,Epinephelus,exsul,125,6,2,3,1,1,FC,
6441,Serranidae,Aethaloperca,rogaa,60,5,2,2,1,1,FC,Piscivores
6442,Serranidae,Cephalopholis,aitha,25,3,1,2,1,1,FC,Crustacivores
6443,Serranidae,Cephalopholis,aurantia,60,5,1,NA,NA,NA,FC,Crustacivores
6444,Serranidae,Cephalopholis,boenak,30,4,1,2,1,1,FC,Piscivores
6445,Serranidae,Cephalopholis,cyanostigma,40,4,1,2,1,1,FC,Piscivores
6446,Serranidae,Cephalopholis,formosa,34,4,1,2,1,1,FC,Piscivores
6447,Serranidae,Cephalopholis,hemistiktos,35,4,1,NA,NA,NA,IM,Piscivores
64478,Bythitidae,Eusurculus,andamanensis,4.4,1,1,3,1,1,IM,
64479,Bythitidae,Eusurculus,pistillum,4.87,1,1,3,1,1,IM,
6448,Serranidae,Cephalopholis,leopardus,24,3,1,2,1,1,FC,Crustacivores
64480,Bythitidae,Eusurculus,pristinus,4.5,1,1,3,1,1,IM,
64483,Bythitidae,Majungaichthys,simplex,3.7,1,1,3,1,1,IM,
64484,Bythitidae,Mascarenichthys,heemstrai,4.4,1,1,3,1,1,IM,
64489,Bythitidae,Ungusurculus,komodoensis,3.3,1,1,3,1,1,IM,
6449,Serranidae,Cephalopholis,microprion,25,3,1,2,1,1,FC,Crustacivores
64490,Bythitidae,Ungusurculus,philippinensis,4.8,1,1,3,1,1,IM,
64491,Bythitidae,Ungusurculus,riauensis,4.7,1,1,3,1,1,IM,
64492,Bythitidae,Ungusurculus,sundaensis,5.4,1,1,3,1,1,IM,
64493,Bythitidae,Ungusurculus,williamsi,4.5,1,1,3,1,1,IM,
64494,Bythitidae,Zephyrichthys,barryi,5.9,1,1,3,1,1,IM,
6450,Serranidae,Cephalopholis,miniata,45,4,1,2,1,1,FC,Piscivores
64507,Bythitidae,Beaglichthys,larsonae,6,1,1,3,1,1,IM,
6451,Serranidae,Cephalopholis,oligosticta,30,4,2,2,1,1,IM,Crustacivores
64510,Bythitidae,Paradiancistrus,lombokensis,3.5,1,1,3,1,1,IM,
64515,Carangidae,Pseudocaranx,dinjerra,23,3,3,2,3,3,FC,Piscivores
6452,Serranidae,Cephalopholis,polleni,43,4,1,2,1,1,FC,Piscivores
6453,Serranidae,Cephalopholis,sexmaculata,50,5,1,2,1,1,FC,Piscivores
6454,Serranidae,Cephalopholis,sonnerati,57,5,2,2,1,1,FC,Piscivores
64545,Gobiidae,Amblyeleotris,neumanni,5.49,1,1,1,1,1,IM,Microinvertivores
64547,Gobiidae,Eviota,masudai,3.24,1,1,1,NA,1,IM,Microinvertivores
64549,Gobiidae,Myersina,adonis,3.13,1,1,1,NA,NA,PK,Microinvertivores
6455,Serranidae,Cephalopholis,spiloparaea,30,4,1,2,1,1,FC,Piscivores
64553,Gobiidae,Vanderhorstia,hiramatsui,6.51,1,1,1,1,1,IM,Microinvertivores
6456,Serranidae,Cephalopholis,urodeta,28,3,1,2,1,1,FC,Crustacivores
6457,Serranidae,Cromileptes,altivelis,70,5,2,2,1,1,FC,Crustacivores
64573,Muraenidae,Anarchias,supremus,19.1,3,1,3,1,1,IM,Crustacivores
64578,Opistognathidae,Opistognathus,rufilineatus,NA,NA,1,1,1,1,IM,Microinvertivores
6458,Serranidae,Dermatolepis,striolata,85,6,2,2,1,1,FC,Piscivores
6467,Serranidae,Epinephelus,fasciatomaculosus,30,4,2,2,1,1,FC,Crustacivores
5348,Serranidae,Epinephelus,fasciatus,40,4,2,2,1,1,FC,Crustacivores
64603,Tripterygiidae,Enneapterygius,senoui,2.72,1,1,1,1,1,OM,
64604,Tripterygiidae,Helcogramma,alkamr,3.18,1,1,1,1,1,OM,
64605,Tripterygiidae,Helcogramma,ememes,3.91,1,1,1,1,1,OM,
64606,Tripterygiidae,Helcogramma,microstigma,NA,1,1,1,1,1,OM,
64607,Tripterygiidae,Helcogramma,rharhabe,3.74,1,1,1,1,1,OM,
64608,Tripterygiidae,Helcogramma,rosea,3.34,1,1,1,1,1,OM,
64609,Tripterygiidae,Helcogramma,serendip,2.48,1,1,1,1,1,OM,
64620,Ophichthidae,Ichthyapus,insularis,42.70000076,4,2,1,1,1,FC,Crustacivores
64626,Mullidae,Parupeneus,diagonalis,16.5,3,2,1,3,1,IM,Crustacivores
6464,Terapontidae,Mesopristes,argenteus,30,4,3,NA,NA,NA,IM,
7344,Serranidae,Epinephelus,faveatus,32,4,2,2,1,1,FC,Crustacivores
7345,Serranidae,Epinephelus,flavocaeruleus,90,6,2,2,1,1,FC,Crustacivores
1205,Serranidae,Epinephelus,flavolimbatus,115,6,2,1,1,1,IM,
4460,Serranidae,Epinephelus,fuscoguttatus,120,6,2,2,1,1,FC,Piscivores
7346,Serranidae,Epinephelus,gabriellae,52,5,2,2,1,1,FC,Crustacivores
64696,Gobiidae,Gnatholepis,argus,2.95,1,1,1,1,1,IM,
15,Serranidae,Epinephelus,guttatus,76,5,2,1,1,1,IM,Crustacivores
64717,Gobiidae,Didogobius,amicuscaridis,3.150000095,1,1,1,1,1,IM,Microinvertivores
64718,Gobiidae,Didogobius,wirtzi,3.049999952,1,1,1,3,1,IM,Microinvertivores
64725,Opistognathidae,Opistognathus,elizabethensis,7.14,2,1,1,1,1,PK,Microinvertivores
7347,Serranidae,Epinephelus,heniochus,35,4,2,2,1,1,FC,Crustacivores
64735,Trachichthyidae,Optivus,agastos,9.52,2,2,3,4,2,IM,
6660,Serranidae,Epinephelus,hexagonatus,27.5,3,2,2,1,1,FC,Piscivores
64744,Cheilodactylidae,Cheilodactylus,francisi,27.37,3,3,2,1,1,IM,
64746,Gobiidae,Eviota,tigrina,2.17,1,1,1,NA,1,IM,
7348,Serranidae,Epinephelus,howlandi,55,4,2,2,1,1,FC,Crustacivores
64757,Gobiidae,Elacatinus,phthirophagus,3.180000067,1,1,1,3,1,IM,Microinvertivores
64762,Pomacentridae,Chromis,athena,5.43,1,1,1,NA,NA,PK,Planktivores
64768,Syngnathidae,Festucalex,kulbickii,6.35,1,1,1,1,1,IM,Microinvertivores
64769,Syngnathidae,Hippocampus,curvicuspis,9.76,2,1,1,1,1,IM,Microinvertivores
6477,Serranidae,Gracila,albomarginata,40,4,3,1,1,2,FC,Piscivores
64770,Syngnathidae,Hippocampus,pusillus,6.1,1,1,1,1,1,IM,Microinvertivores
64771,Syngnathidae,Micrognathus,brevicorpus,7.32,2,1,1,1,1,IM,Microinvertivores
64774,Syngnathidae,Siokunichthys,striatus,9.28,2,1,1,1,1,IM,Microinvertivores
6478,Serranidae,Variola,albimarginata,65,5,2,1,1,1,FC,Piscivores
6479,Synodontidae,Saurida,tumbil,60,5,3,2,1,1,FC,Piscivores
64800,Syngnathidae,Hippocampus,pontohi,1.69,1,1,1,1,1,IM,
64801,Syngnathidae,Hippocampus,severnsi,1.7,1,1,1,1,1,IM,
64802,Syngnathidae,Hippocampus,satomiae,1.38,1,1,1,1,1,IM,
64826,Blenniidae,Rhabdoblennius,nigropunctatus,6.1,1,1,1,1,1,HD,Herbivores Microvores Detritivores
6483,Muraenidae,Anarchias,allardicei,17,3,1,3,1,1,IM,Crustacivores
6484,Muraenidae,Anarchias,cantonensis,20,3,1,3,1,1,IM,Crustacivores
64842,Pinguipedidae,Parapercis,compressa,8.7,2,2,1,1,1,IM,Microinvertivores
64843,Pinguipedidae,Parapercis,diagonalis,12.8,2,2,1,1,1,IM,Crustacivores
64844,Pinguipedidae,Parapercis,flavolineata,8.5,2,2,1,1,1,IM,Crustacivores
6485,Muraenidae,Anarchias,seychellensis,29,3,1,3,1,1,IM,Crustacivores
6486,Muraenidae,Echidna,leucotaenia,75,5,1,3,1,1,IM,Crustacivores
6487,Muraenidae,Echidna,unicolor,40,4,1,3,1,1,IM,Crustacivores
64873,Labrisomidae,Labrisomus,conditus,13.42000008,2,1,1,1,1,IM,
64877,Antennariidae,Histiophryne,psychedelica,6.5,1,1,3,1,1,FC,
64878,Labridae,Cirrhilabrus,naokoae,6,1,1,1,4,2,PK,Microinvertivores
6488,Muraenidae,Enchelycore,bayeri,70,5,1,3,1,1,FC,Crustacivores
64883,Blenniidae,Scartella,itajobi,4.699999809,1,1,1,1,1,HD,Herbivores Microvores Detritivores
6489,Muraenidae,Enchelycore,bikiniensis,60,5,1,3,1,1,FC,Crustacivores
64891,Scorpaenidae,Sebastapistes,taeniophrys,1.93,1,1,3,1,1,IM,
6490,Muraenidae,Enchelycore,schismatorhynchus,120,6,1,3,1,1,FC,Crustacivores
64901,Syngnathidae,Hippocampus,waleananus,1.5,1,1,1,1,1,IM,
64902,Syngnathidae,Hippocampus,debelius,2.37,1,1,1,1,1,IM,
64908,Gobiidae,Trimma,hotsarihiensis,1.55,1,1,1,1,1,PK,
6491,Muraenidae,Enchelynassa,canina,250,6,1,3,1,1,FC,Piscivores
64927,Synodontidae,Synodus,fasciapelvicus,NA,3,2,2,NA,1,FC,Piscivores
6493,Muraenidae,Gymnothorax,buroensis,35,4,1,3,1,1,IM,Crustacivores
64934,Synodontidae,Synodus,isolatus,20.2,3,2,2,NA,1,FC,Piscivores
6494,Muraenidae,Gymnothorax,enigmaticus,58,5,1,3,1,1,FC,Crustacivores
6495,Muraenidae,Gymnothorax,fimbriatus,80,5,1,3,1,1,FC,Crustacivores
64950,Gobiidae,Elacatinus,colini,3.200000048,1,1,1,3,1,IM,Microinvertivores
64951,Gobiidae,Elacatinus,serranilla,3.460000038,1,1,1,3,1,IM,Microinvertivores
6496,Muraenidae,Gymnothorax,fuscomaculatus,20,3,1,3,1,1,IM,Crustacivores
6497,Muraenidae,Gymnothorax,gracilicauda,32,4,1,3,1,1,IM,Crustacivores
64977,Labridae,Halichoeres,sazimai,21.39999962,3,2,1,1,2,IM,Macroinvertivores
64978,Gobiidae,Trimma,imaii,NA,1,1,1,1,1,PK,Microinvertivores
64979,Gobiidae,Trimma,caudipunctatum,2.09,1,1,1,1,1,PK,
6498,Muraenidae,Gymnothorax,hepaticus,100,6,1,3,1,1,FC,Crustacivores
65000,Gobiidae,Gladiogobius,rex,4,1,1,1,1,1,IM,Microinvertivores
65004,Apogonidae,Apogon,erythrosoma,3.76,1,1,3,NA,NA,IM,Microinvertivores
65005,Labrisomidae,Cottoclinus,canops,4.519999981,1,1,1,1,1,IM,
65006,Gobiidae,Ctenogobiops,tongaensis,3.93,1,1,1,1,1,IM,Microinvertivores
65013,Gobiidae,Eviota,korechika,2.44,1,1,1,NA,1,IM,
65014,Gobiidae,Eviota,ocellifer,1.84,1,1,1,NA,1,IM,
65015,Gobiidae,Eviota,variola,2.15,1,1,1,NA,1,IM,
65018,Gobiidae,Eviota,natalis,2.12,1,1,1,NA,1,IM,
65019,Plesiopidae,Acanthoplesiops,naka,0.99,1,1,1,1,1,IM,
6502,Serranidae,Pseudanthias,tuka,12,2,1,1,5,2,PK,Crustacivores
6503,Centriscidae,Aeoliscus,strigatus,15,3,2,1,3,2,PK,
65036,Gobiidae,Elacatinus,lobeli,3.099999905,1,1,1,3,1,IM,Microinvertivores
65038,Chaetodontidae,Roa,australis,11.89999962,2,1,NA,NA,NA,IM,Microinvertivores
6504,Pomacanthidae,Pomacanthus,imperator,40,4,1,1,1,1,IS,sessile invertivores
65041,Pseudochromidae,Pseudochromis,tonozukai,6.26,1,1,1,1,1,IM,Microinvertivores
65044,Pseudochromidae,Cypho,zaps,5.1,1,1,1,2,1,PK,Microinvertivores
65047,Pseudochromidae,Manonichthys,alleni,5.06,1,1,1,1,1,IM,Microinvertivores
65048,Pseudochromidae,Manonichthys,winterbottomi,7,2,1,1,1,1,IM,Microinvertivores
65049,Pseudochromidae,Pseudochromis,alticaudex,4.58,1,1,1,1,1,IM,Microinvertivores
6505,Holocentridae,Myripristis,vittata,25,3,2,3,3,2,PK,Crustacivores
65050,Syngnathidae,Hippocampus,tyro,6.2,1,1,1,1,1,IM,Microinvertivores
65051,Pseudochromidae,Pseudochromis,aureolineatus,7.05,2,1,1,1,1,IM,Microinvertivores
65052,Pseudochromidae,Pseudochromis,kristinae,6.99,1,1,1,1,1,IM,Microinvertivores
65053,Pseudochromidae,Pseudochromis,madagascariensis,5.2,1,1,1,1,1,IM,Microinvertivores
65054,Pseudochromidae,Pseudochromis,melanurus,4.03,1,1,1,1,1,IM,Microinvertivores
65055,Pseudochromidae,Pseudochromis,mooii,4.93,1,1,1,1,1,IM,Microinvertivores
6506,Holocentridae,Myripristis,adusta,35,4,2,3,3,2,PK,Crustacivores
6507,Holocentridae,Sargocentron,spiniferum,51,4,2,3,1,2,IM,Crustacivores
65073,Labridae,Halichoeres,claudia,8.8,2,2,1,3,1,IM,Microinvertivores
5472,Chaetodontidae,Chaetodon,oxycephalus,25,3,1,1,2,1,IS,Corallivores
6509,Pomacentridae,Amphiprion,ocellaris,11,2,1,1,3,1,PK,Planktivores
6510,Centriscidae,Centriscus,scutatus,15,3,2,1,3,2,PK,
