family,species,p4_m,p4_sd,p7_m,p7_sd,p2_m,p2_sd,p3_m,p3_sd,p8_m,p8_sd,p6_m,p6_sd,p1_m,p1_sd,p5_m,p5_sd,nentropy_m,nentropy_sd,sd_tot,trophic_guild_predicted,trophic_guild_predicted_text
Scorpaenidae,Scorpaenopsis_vittapinna,0.062503497,0.065534556,0.756558168,0.21410894,8.90E-04,0.013615823,0.005189792,0.03428215,0.057942462,0.129163984,3.49E-04,0.002003729,0.002749191,0.029510061,0.113818073,0.164285043,0.831805969,0.095236145,0.309912635,7,crustacivore
Scorpaenidae,Scorpaenopsis_cirrosa,0.254402707,0.176950533,0.705216709,0.192234133,3.08E-04,0.004032276,0.001481506,0.011793428,0.011852411,0.03697046,0.00203618,0.012237804,3.66E-04,0.004064491,0.024336837,0.047432166,0.83274336,0.062911621,0.268707474,7,crustacivore
Scorpaenidae,Scorpaenopsis_venosa,0.255465171,0.171832834,0.714128479,0.184365822,1.40E-04,0.002103952,0.00113822,0.014179318,0.009042148,0.033754795,0.001734781,0.010087235,1.88E-04,0.002175151,0.018162454,0.035863462,0.839883382,0.054864385,0.25740011,7,crustacivore
Scorpaenidae,Scorpaena_scrofa,0.474698205,0.216318525,0.512353201,0.218089643,1.12E-04,0.002246523,4.19E-04,0.004641362,0.00238239,0.013255005,0.005614387,0.030519884,6.51E-05,8.14E-04,0.004355473,0.009503475,0.848920588,0.031119846,0.309162615,7,crustacivore
Scorpaenidae,Scorpaenodes_englerti,0.039446141,0.044227433,0.69610182,0.276235252,0.01119796,0.094543082,0.002452113,0.018371005,0.090896537,0.17131095,4.01E-04,0.006654182,0.003667412,0.05111596,0.155836901,0.207325805,0.831035374,0.102698712,0.403145655,7,crustacivore
Scorpaenidae,Scorpaena_elongata,0.474929556,0.21641881,0.512423359,0.217762096,1.16E-04,0.0022534,3.34E-04,0.002159253,0.002241855,0.010206613,0.005584747,0.030449625,6.55E-05,8.06E-04,0.004305042,0.009149357,0.84905357,0.031004194,0.308841201,7,crustacivore
Scorpaenidae,Scorpaenopsis_possi,0.187399556,0.140722523,0.768674052,0.160783131,1.87E-04,0.002415596,0.001086781,0.006005844,0.013061424,0.038029994,0.001098335,0.00650595,2.57E-04,0.002523885,0.028236695,0.053611906,0.838176323,0.0681611,0.22375246,7,crustacivore
Scorpaenidae,Scorpaenodes_quadrispinosus,0.054134189,0.059077221,0.713723287,0.263682056,0.001521393,0.02296527,0.002128586,0.019602636,0.083338816,0.161928509,3.68E-04,0.003642747,0.002539398,0.029500105,0.142246089,0.198133001,0.82501174,0.104777256,0.374554489,7,crustacivore
Scorpaenidae,Scorpaena_brachyptera,0.029210315,0.034176459,0.698024576,0.273919839,0.002405891,0.028137432,0.003441026,0.028721948,0.093621256,0.173088032,1.55E-04,0.00124176,0.001959018,0.029673088,0.171182577,0.21522192,0.836010731,0.096968308,0.393673405,7,crustacivore
Scorpaenidae,Scorpaenodes_smithi,0.032174187,0.039426066,0.668608982,0.284844267,0.004402686,0.051765323,0.004654831,0.040310272,0.111445608,0.195269693,1.78E-04,0.001436019,0.003524445,0.044475552,0.175011722,0.222991165,0.827544248,0.094403255,0.42051241,7,crustacivore
Scorpaenidae,Scorpaenodes_varipinnis,0.039300938,0.056988169,0.927342314,0.099069842,2.17E-04,0.002819078,0.001127583,0.009353968,0.009352395,0.037288595,0.001000261,0.010346114,5.29E-04,0.010679216,0.02112984,0.048282948,0.929063318,0.072004168,0.130769641,7,crustacivore
Scorpaenidae,Scorpaenodes_parvipinnis,0.046274251,0.069639959,0.893511876,0.14664539,0.002353399,0.03045897,0.00470894,0.037131453,0.018141959,0.067208615,0.003188798,0.026550998,0.002748036,0.032582971,0.02907274,0.073495611,0.911508693,0.089340901,0.200863875,7,crustacivore
Scorpaenidae,Neomerinthe_megalepis,0.042089987,0.046638509,0.690878326,0.28168395,0.024699429,0.137577505,0.001436396,0.009495018,0.081159461,0.156937819,2.88E-04,0.002957054,0.002271783,0.033878381,0.157177095,0.208698282,0.828649343,0.102621922,0.412164608,7,crustacivore
Scorpaenidae,Scorpaenodes_minor,0.008924647,0.011613151,0.866798948,0.156070188,6.75E-05,7.09E-04,0.002267444,0.025435038,0.03752795,0.087893221,7.60E-05,7.88E-04,0.001106191,0.014492579,0.083231336,0.125603037,0.900041607,0.07992926,0.221025358,7,crustacivore
Scorpaenidae,Scorpaenodes_albaiensis,0.03251956,0.034858132,0.933382533,0.073155172,2.31E-05,1.89E-04,6.39E-04,0.004837454,0.009096561,0.025831858,3.12E-04,0.002928069,1.47E-04,0.001887129,0.023880978,0.04777171,0.929592546,0.064824773,0.097733111,7,crustacivore
Scorpaenidae,Dendrochirus_biocellatus,0.033919047,0.038195943,0.932171092,0.084305746,5.92E-05,7.57E-04,7.62E-04,0.006514891,0.010279651,0.042789423,3.69E-04,0.00360138,1.96E-04,0.003050399,0.022243849,0.052618921,0.931096905,0.065831254,0.115027675,7,crustacivore
Scorpaenidae,Pterois_miles,0.131927639,0.137791885,0.852256043,0.149312694,4.09E-04,0.00602308,9.27E-04,0.009690365,0.003575897,0.018113914,0.00451535,0.031096912,2.32E-04,0.002485758,0.006156701,0.022651407,0.896433067,0.068845753,0.20790734,7,crustacivore
Scorpaenidae,Pterois_lunulata,0.126267574,0.135379132,0.848729639,0.158054623,0.00166567,0.021411233,0.002178484,0.027714027,0.004786575,0.023887851,0.007346848,0.047694883,0.001515622,0.021030588,0.007509589,0.030675736,0.894570835,0.074187425,0.220825721,7,crustacivore
Scorpaenidae,Pterois_russelii,0.104437989,0.117088393,0.867776645,0.145559443,0.001794625,0.023534004,0.002461679,0.029448232,0.006250839,0.030105115,0.005471796,0.038535032,0.002150279,0.028945116,0.009656149,0.036234032,0.900033528,0.076705306,0.202139265,7,crustacivore
Scorpaenidae,Dendrochirus_zebra,0.085557721,0.093156842,0.899879672,0.106002681,1.10E-04,0.001449781,5.81E-04,0.005187503,0.003696663,0.014347337,0.001462949,0.011995939,1.32E-04,0.002094549,0.008580579,0.024660512,0.91268691,0.067641492,0.14458926,7,crustacivore
Scorpaenidae,Scorpaena_annobonae,0.009756416,0.014734591,0.544004237,0.321656954,0.007098154,0.070641199,0.005140921,0.038026542,0.16487776,0.241268907,8.97E-05,0.001158043,0.007847859,0.0692441,0.261184988,0.274208625,0.826818293,0.0928792,0.49831079,7,crustacivore
Scorpaenidae,Neomerinthe_pallidimacula,0.395524319,0.201435735,0.567041788,0.219783035,0.012197511,0.091174909,6.31E-04,0.007390157,0.006063678,0.022909223,0.004511845,0.029672634,7.03E-05,0.001410853,0.013959671,0.028908836,0.837360382,0.05300024,0.315422614,7,crustacivore
Scorpaenidae,Pterois_mombasae,0.064210922,0.075663496,0.914349345,0.100783709,4.71E-04,0.016028855,7.61E-04,0.006150553,0.005544238,0.020988415,0.001139327,0.010241743,2.63E-04,0.004411829,0.013260815,0.038076369,0.91974575,0.070717802,0.134876814,7,crustacivore
Scorpaenidae,Pterois_andover,0.076478302,0.08488244,0.906483422,0.101764059,1.07E-04,0.001516925,6.42E-04,0.005503412,0.004213611,0.016326484,0.001419879,0.011866196,1.89E-04,0.00333898,0.010466346,0.031736835,0.91563338,0.068737419,0.137910396,7,crustacivore
Scorpaenidae,Pterois_antennata,0.063407999,0.073102109,0.914506843,0.098666055,3.27E-04,0.009646166,0.001144781,0.019109291,0.005541632,0.021683203,0.001280924,0.011724598,2.61E-04,0.004410322,0.01352995,0.040560137,0.919840356,0.070281771,0.133451585,7,crustacivore
Scorpaenidae,Pontinus_accraensis,0.223347205,0.119769739,0.770023401,0.121248803,6.70E-06,1.10E-04,1.09E-04,6.89E-04,0.001539543,0.004813913,0.001024032,0.005719898,6.82E-06,5.99E-05,0.003942971,0.00689828,0.862198279,0.032752458,0.1707338,7,crustacivore
Scorpaenidae,Pontinus_castor,0.262248788,0.134072843,0.732090806,0.135234002,6.60E-06,1.15E-04,9.66E-05,6.30E-04,0.00121766,0.003899149,0.00126427,0.006808446,5.59E-06,4.92E-05,0.003069696,0.005564478,0.859523635,0.02810816,0.190674322,7,crustacivore
Scorpaenidae,Pontinus_furcirhinus,0.136098686,0.082606331,0.852447932,0.086064953,7.31E-06,1.00E-04,1.56E-04,8.97E-04,0.002916759,0.008432495,5.65E-04,0.003469748,1.24E-05,1.12E-04,0.007795875,0.012334926,0.875043259,0.047544975,0.120279281,7,crustacivore
Scorpaenidae,Pontinus_rathbuni,0.122790037,0.076324161,0.864331027,0.080522063,7.51E-06,9.92E-05,1.68E-04,9.49E-04,0.003299025,0.009370038,5.02E-04,0.003139215,1.40E-05,1.28E-04,0.008887652,0.013794321,0.878587433,0.050118436,0.112241002,7,crustacivore
Scorpaenidae,Pontinus_strigatus,0.140008029,0.084420005,0.8489015,0.087701842,7.26E-06,1.01E-04,1.53E-04,8.83E-04,0.002818424,0.008187332,5.83E-04,0.003567197,1.20E-05,1.08E-04,0.00751625,0.011956927,0.874119518,0.046795795,0.122645332,7,crustacivore
Scorpaenidae,Pontinus_longispinis,0.167059787,0.096586757,0.823854757,0.098975705,7.00E-06,1.04E-04,1.35E-04,8.04E-04,0.002264482,0.00677165,7.17E-04,0.004247716,9.67E-06,8.59E-05,0.005952292,0.009802956,0.868842037,0.041705352,0.138873512,7,crustacivore
Scorpaenidae,Pontinus_vaughani,0.25138246,0.130222043,0.74272719,0.131457914,6.63E-06,1.14E-04,9.99E-05,6.45E-04,0.001297765,0.00412967,0.001194533,0.006496885,5.89E-06,5.18E-05,0.003285672,0.005899537,0.860150427,0.029282473,0.185292914,7,crustacivore
Scorpaenidae,Scorpaena_colorata,0.04573185,0.045981793,0.674106926,0.270719864,0.005077339,0.061670292,0.002959273,0.027576557,0.081415301,0.143846107,2.26E-04,0.001703792,0.001829205,0.030453072,0.188654344,0.220540806,0.813815229,0.101821536,0.387591929,7,crustacivore
Scorpaenidae,Scorpaena_ascensionis,0.007706115,0.016174205,0.48287323,0.331910993,0.009525969,0.084639523,0.007307421,0.059590653,0.203020949,0.28152066,5.84E-05,8.94E-04,0.009518502,0.076579368,0.279989381,0.288296061,0.827110346,0.0906023,0.537935969,7,crustacivore
Scorpaenidae,Scorpaenodes_elongatus,0.104088458,0.097862581,0.742682843,0.228627473,0.004712384,0.058158295,0.001882613,0.019225021,0.04947807,0.11381581,4.98E-04,0.004119781,8.64E-04,0.016230153,0.095793397,0.15197337,0.817154624,0.105470152,0.31926467,7,crustacivore
Scorpaenidae,Scorpaenopsis_obtusa,0.055841219,0.063253731,0.718240916,0.257528204,0.004827199,0.059166864,0.003177759,0.034623725,0.082657246,0.161848443,2.73E-04,0.001962689,0.002780201,0.041240662,0.132202289,0.183503114,0.824883938,0.10416122,0.369586642,7,crustacivore
Scorpaenidae,Scorpaena_normani,0.152136082,0.109773121,0.747629247,0.196677702,0.003505935,0.044492718,0.001277254,0.015793533,0.028592668,0.075511092,0.001158013,0.009563089,6.27E-04,0.012244474,0.065073618,0.109676416,0.813892051,0.097534917,0.266333466,7,crustacivore
Scorpaenidae,Neomerinthe_procurva,0.025907414,0.034226736,0.593463284,0.316693062,0.016776172,0.11554609,0.005019902,0.046176161,0.126515823,0.210835444,1.66E-04,0.002093974,0.002148058,0.023286489,0.230003794,0.253464578,0.820733539,0.099759323,0.475596072,7,crustacivore
Scorpaenidae,Scorpaena_canariensis,0.095247774,0.083106956,0.747104732,0.218101275,0.001122722,0.019724834,0.002086103,0.018217072,0.051242013,0.113290468,6.64E-04,0.005256053,0.001058231,0.016424466,0.101473954,0.155194533,0.813682995,0.102993916,0.303995601,7,crustacivore
Scorpaenidae,Scorpaenodes_africanus,0.61235841,0.231997528,0.361335446,0.226428687,0.015257017,0.116313558,3.23E-04,0.007198823,0.001234409,0.004989503,0.006906107,0.037857783,7.52E-05,0.001581667,0.002510187,0.006430038,0.857820358,0.040706287,0.346663272,4,piscivore
Scorpaenidae,Dendrochirus_brachypterus,0.057077907,0.083500935,0.892524154,0.143312916,0.003132666,0.032294592,0.00505061,0.038578664,0.011876752,0.047275668,0.005806501,0.044499426,0.002273232,0.028437266,0.022258178,0.061543985,0.911862405,0.086570334,0.197113622,7,crustacivore
Scorpaenidae,Parascorpaena_aurita,0.080907724,0.101792891,0.857629306,0.161754306,0.00150983,0.014991678,0.004573068,0.037166862,0.019598895,0.071512234,0.003625872,0.027995898,0.002775647,0.031752455,0.029379659,0.065359394,0.885766402,0.094396375,0.22205903,7,crustacivore
Scorpaenidae,Parascorpaena_picta,0.085225319,0.103743245,0.855027585,0.163399278,0.001729421,0.017812216,0.004162436,0.032299775,0.017625951,0.065499154,0.004142294,0.028331122,0.004582542,0.042182873,0.027504452,0.070871376,0.885549201,0.092025222,0.225205403,7,crustacivore
Scorpaenidae,Pterois_radiata,0.081618733,0.103057039,0.883817407,0.141040105,0.002743978,0.029891553,0.00250431,0.023653331,0.007839668,0.03895786,0.005110796,0.03275154,0.001562298,0.021632589,0.014802811,0.051469554,0.908252668,0.080388584,0.194096656,7,crustacivore
Scorpaenidae,Pterois_sphex,0.123432994,0.144363426,0.765559217,0.234741328,0.009618221,0.065423706,0.01080731,0.070087962,0.032625396,0.099560435,0.008563009,0.053947028,0.003536335,0.031702546,0.045857518,0.110043428,0.851658617,0.105937309,0.333277727,7,crustacivore
Scorpaenidae,Pterois_volitans,0.139056816,0.147116342,0.834175847,0.170459178,0.002086774,0.026583767,0.002344056,0.028919534,0.004430486,0.022662887,0.009394317,0.057309835,0.001712655,0.02357298,0.006799049,0.029375421,0.891016079,0.073963818,0.239706508,7,crustacivore
Scorpaenidae,Scorpaena_brasiliensis,0.259022838,0.20062873,0.705884421,0.218254428,0.002784656,0.029860281,0.002345898,0.021762755,0.007492952,0.039539139,0.008455838,0.045581154,0.002222929,0.026954388,0.011790468,0.031106171,0.850223128,0.066651593,0.307550409,7,crustacivore
Scorpaenidae,Scorpaena_grandicornis,0.162261506,0.178733488,0.75519108,0.235842075,0.007263928,0.056172435,0.006939586,0.047719565,0.02256943,0.084241222,0.011008039,0.057334106,0.00396562,0.037895861,0.030800812,0.081233379,0.855861013,0.098581154,0.333793926,7,crustacivore
Scorpaenidae,Scorpaena_inermis,0.056493369,0.091086061,0.78459072,0.234090135,0.006088875,0.045521904,0.008936388,0.053456597,0.053480341,0.130575722,0.00454906,0.03746293,0.007093237,0.050429674,0.07876801,0.147197463,0.862632721,0.109861625,0.332698736,7,crustacivore
Scorpaenidae,Scorpaena_plumieri,0.456765271,0.245167007,0.50609604,0.251868578,0.003051692,0.031493324,0.002627969,0.023351225,0.006032225,0.028329457,0.013146867,0.063039732,0.00130615,0.018952941,0.010973785,0.034050353,0.83623157,0.054532648,0.362459594,7,crustacivore
Scorpaenidae,Scorpaenodes_caribbaeus,0.058936587,0.090140555,0.79790059,0.224258662,0.006307561,0.050500603,0.006913503,0.045088224,0.052276412,0.126740404,0.003589489,0.031495049,0.003993191,0.031243821,0.070082667,0.138183787,0.864640201,0.109074226,0.316427763,7,crustacivore
Scorpaenidae,Scorpaenodes_guamensis,0.046359427,0.070071976,0.891982431,0.14914389,0.002514003,0.031582317,0.005066355,0.040078012,0.018447486,0.068404137,0.00331134,0.027728706,0.002915563,0.033604216,0.029403394,0.074465045,0.911089547,0.089788369,0.204645951,7,crustacivore
Scorpaenidae,Scorpaenodes_kelloggi,0.008852983,0.017061248,0.835708048,0.211540841,0.006004854,0.053023129,0.009084091,0.058461542,0.045364593,0.119247092,0.001381947,0.019956759,0.00905861,0.061262115,0.084544874,0.149072075,0.899581321,0.090724721,0.303089902,7,crustacivore
Scorpaenidae,Scorpaenopsis_cacopsis,0.614568372,0.251214396,0.299836705,0.247707053,0.007413052,0.05260898,0.007059159,0.042567975,0.023591905,0.083009063,0.015979493,0.070020163,0.003414137,0.03303381,0.028137177,0.081896698,0.828083468,0.076552613,0.385537059,4,piscivore
Scorpaenidae,Scorpaenopsis_gibbosa,0.297220083,0.224240638,0.603528069,0.262071598,0.00537516,0.052798559,0.007273996,0.046320714,0.028491908,0.08500544,0.007540137,0.041881948,0.004239628,0.03913173,0.046331019,0.095182467,0.807405272,0.084180165,0.378773942,7,crustacivore
Scorpaenidae,Sebastapistes_coniorta,0.041714694,0.06006587,0.882642412,0.148448319,0.002290253,0.028678086,0.004632069,0.036733204,0.021798889,0.07151071,0.002058038,0.022715684,0.002569742,0.02744185,0.042293903,0.091628569,0.903673901,0.088491697,0.206386062,7,crustacivore
Scorpaenidae,Sebastapistes_cyanostigma,0.040048822,0.056041556,0.881505709,0.147528332,0.002735206,0.03089579,0.004356168,0.032214447,0.022722562,0.071812212,0.001575193,0.013453708,0.005193915,0.048104196,0.041862425,0.089572879,0.902124697,0.089326965,0.206332003,7,crustacivore
Scorpaenidae,Sebastapistes_nuchalis,0.039234912,0.053785235,0.892475655,0.134977025,0.001377825,0.017319784,0.004232477,0.028602207,0.019546438,0.062687207,0.001857794,0.017454818,0.002276231,0.021612799,0.038998668,0.086737339,0.906970538,0.086141063,0.185619357,7,crustacivore
Scorpaenidae,Sebastapistes_strongia,0.036875727,0.055794316,0.889530646,0.140632118,0.002305876,0.026406206,0.003623788,0.023738,0.020664522,0.06504543,0.001189916,0.009458099,0.002472958,0.024727228,0.043336567,0.093607826,0.906775053,0.0865981,0.194538951,7,crustacivore
Serranidae,Hypoplectrodes_wilsoni,0.158040341,0.121775419,0.70135818,0.232732945,0.020622844,0.128389729,0.001145019,0.006811168,0.036669271,0.09038534,0.001347613,0.012804703,5.27E-04,0.007465572,0.080289416,0.129056508,0.802749488,0.103583836,0.332519139,7,crustacivore
Serranidae,Hypoplectrodes_maccullochi,0.402064561,0.203674299,0.550182135,0.224901424,0.016801687,0.113199664,4.15E-04,0.002626109,0.007691807,0.024634579,0.004169629,0.02820986,1.63E-04,0.004318191,0.01851251,0.038867434,0.832500313,0.059579921,0.32835486,7,crustacivore
Serranidae,Hypoplectrodes_semicinctum,0.183217655,0.133294301,0.693941029,0.227689768,0.020279792,0.126806074,0.00100176,0.005828425,0.03091295,0.079200372,0.001605651,0.014915008,3.92E-04,0.005920254,0.068649358,0.114094943,0.804503224,0.099413878,0.324455874,7,crustacivore
Serranidae,Hypoplectrodes_cardinalis,0.049940007,0.056964911,0.654383132,0.292431104,0.02187354,0.13368722,0.00266817,0.018910367,0.090230988,0.170835687,3.27E-04,0.002859765,0.002505552,0.0332929,0.178072089,0.224197557,0.816784405,0.104956919,0.433078282,7,crustacivore
Serranidae,Hypoplectrodes_jamesoni,0.069658548,0.07229973,0.681176892,0.275145582,0.021639017,0.132959671,0.002174244,0.014945905,0.073470613,0.149768267,4.91E-04,0.004511196,0.00175278,0.028085329,0.149636581,0.201204657,0.811802064,0.107834137,0.403183557,7,crustacivore
Serranidae,Hypoplectrodes_nigroruber,0.267658572,0.16649221,0.650557231,0.221458993,0.018981667,0.121266517,6.84E-04,0.003914956,0.017961781,0.051059625,0.00249995,0.020716618,2.44E-04,0.00477751,0.041412982,0.075625532,0.814896343,0.083632826,0.316643248,7,crustacivore
Serranidae,Acanthistius_pardalotus,0.485199003,0.234719738,0.499623278,0.24020474,0.002732847,0.039092613,3.30E-04,0.003167292,0.002708924,0.009354233,0.003473586,0.017323821,5.58E-05,0.001348068,0.005876749,0.013495611,0.852084393,0.03923385,0.338971241,7,crustacivore
Serranidae,Epinephelus_stoliczkae,0.339427667,0.198445774,0.622516541,0.220856917,0.004268359,0.051008915,8.54E-04,0.013769386,0.010788852,0.037210744,0.003003949,0.020760743,3.70E-04,0.009005495,0.018770523,0.041507952,0.834671667,0.062386056,0.307521813,7,crustacivore
Serranidae,Pseudanthias_bimaculatus,0.099456512,0.101860654,0.736010401,0.241375611,0.003856596,0.051890606,0.001672474,0.011941532,0.067703409,0.155082546,5.81E-04,0.00555295,0.002378473,0.035968296,0.08834097,0.143197052,0.821062594,0.106616125,0.342569057,7,crustacivore
Serranidae,Pseudanthias_hiva,0.052433482,0.062717081,0.721862663,0.263759258,0.014755631,0.102841427,0.003144905,0.032756199,0.077529031,0.16584503,4.70E-04,0.005986361,0.003896823,0.046707481,0.125907018,0.181376792,0.832470566,0.103373063,0.384410257,7,crustacivore
Serranidae,Pseudanthias_regalis,0.032595792,0.042730486,0.695844476,0.281296129,0.004952119,0.05946091,0.004544577,0.038386945,0.107352009,0.194925864,2.18E-04,0.002599971,0.003405978,0.039206458,0.151087377,0.213384517,0.837775035,0.098555677,0.413564403,7,crustacivore
Serranidae,Acanthistius_patachonicus,0.258865869,0.174736832,0.691436385,0.210003668,0.01018318,0.085924506,6.65E-04,0.004609862,0.013722046,0.045972329,0.00175348,0.013513345,1.36E-04,0.002164397,0.023238153,0.047706187,0.836747167,0.072465008,0.294304949,7,crustacivore
Serranidae,Plectranthias_longimanus,0.005444377,0.009405337,0.361017441,0.318573286,0.038534855,0.183965414,0.004755355,0.035381947,0.208097363,0.26698613,1.97E-05,1.15E-04,0.006184658,0.054388508,0.375946222,0.314673685,0.819473314,0.091416926,0.556715187,5,microinvertivore
Serranidae,Plectranthias_winniensis,0.007432504,0.012009638,0.396022905,0.323050942,0.039295189,0.186295639,0.004458006,0.034217064,0.189916499,0.25213588,2.75E-05,1.55E-04,0.004450896,0.043936206,0.358396485,0.307826569,0.817607642,0.091614865,0.548309336,7,crustacivore
Serranidae,Plectranthias_morgansi,0.012309823,0.017795176,0.455697486,0.326023345,0.04024008,0.189488344,0.003981109,0.032288898,0.160012495,0.226628169,4.80E-05,2.58E-04,0.002624426,0.032391023,0.325086611,0.294717257,0.815936442,0.092518674,0.531812118,7,crustacivore
Serranidae,Plectranthias_nanus,0.007346987,0.01190141,0.394693254,0.322920471,0.039269373,0.186211733,0.004468951,0.034260422,0.190598035,0.252707396,2.72E-05,1.54E-04,0.004507581,0.044277258,0.359088646,0.308096907,0.817653704,0.091608891,0.548646599,7,crustacivore
Serranidae,Plectranthias_gardineri,0.004404027,0.007954976,0.338199773,0.314552775,0.03796491,0.182375321,0.004965294,0.036195316,0.220251992,0.276453026,1.58E-05,9.47E-05,0.007564538,0.062138132,0.386633681,0.318855986,0.821200163,0.091626071,0.561724274,5,microinvertivore
Serranidae,Plectranthias_knappi,0.138896687,0.102231324,0.665516009,0.255935282,0.04196561,0.195051279,0.001673599,0.017170568,0.041122128,0.090021244,7.73E-04,0.003770443,2.03E-04,0.004315655,0.109850295,0.158476396,0.790305056,0.107511939,0.384116357,7,crustacivore
Serranidae,Plectranthias_fourmanoiri,0.010727119,0.015995081,0.439140588,0.325726179,0.040012372,0.188709397,0.004111491,0.032823701,0.168160778,0.233618645,4.11E-05,2.24E-04,0.003017199,0.035225598,0.334789319,0.298583999,0.816386845,0.092109962,0.536668414,7,crustacivore
Serranidae,Plectranthias_alleni,0.020251891,0.025964701,0.515806485,0.323586056,0.040940478,0.19182903,0.003510065,0.030262247,0.131532333,0.201827418,8.39E-05,4.39E-04,0.001534238,0.022249279,0.286340613,0.278241378,0.814403922,0.094511795,0.5116093,7,crustacivore
Serranidae,Plectranthias_vexillarius,0.035015716,0.038877008,0.578236484,0.313234656,0.041541422,0.193729559,0.002999385,0.027627495,0.102512136,0.173408139,1.54E-04,7.87E-04,8.45E-04,0.015943776,0.238695834,0.254594911,0.810557004,0.099081752,0.482768647,7,crustacivore
Serranidae,Plectranthias_rubrifasciatus,0.011771328,0.017190558,0.450300387,0.325969426,0.040168044,0.189242125,0.004023514,0.032463564,0.162654277,0.228896606,4.56E-05,2.46E-04,0.002746073,0.033310793,0.32829075,0.296001951,0.816095505,0.092387846,0.533421529,7,crustacivore
Serranidae,Plectranthias_klausewitzi,0.015161646,0.020875465,0.480939794,0.32570752,0.040553888,0.190553161,0.003783498,0.031462584,0.147848208,0.216143174,6.06E-05,3.22E-04,0.0021161,0.028060761,0.309536219,0.288337199,0.815334929,0.092998902,0.523894356,7,crustacivore
Serranidae,Plectranthias_yamakawai,0.165451477,0.114886484,0.661632171,0.248107881,0.041915995,0.194861991,0.001504505,0.015900748,0.0343997,0.077251435,9.73E-04,0.004905907,1.58E-04,0.003211452,0.093965661,0.14146608,0.791448398,0.10405346,0.372820696,7,crustacivore
Serranidae,Plectranthias_pelicieri,0.011243718,0.016590392,0.444782119,0.325871285,0.040092262,0.188982826,0.004066962,0.032641774,0.165369849,0.231226294,4.33E-05,2.35E-04,0.002876549,0.034254042,0.331525195,0.297290656,0.816248004,0.092244933,0.535040239,7,crustacivore
Serranidae,Plectranthias_inermis,0.009727521,0.014821036,0.427479478,0.32528195,0.039838549,0.188115384,0.004203972,0.033199405,0.173974252,0.238595262,3.69E-05,2.03E-04,0.003335781,0.037285081,0.341403537,0.301187281,0.816678477,0.091901321,0.539953057,7,crustacivore
Serranidae,Plectranthias_sagamiensis,0.018269529,0.024035761,0.503473722,0.324578878,0.04080871,0.19140013,0.003607119,0.030698783,0.137247101,0.20689788,7.48E-05,3.93E-04,0.001725576,0.024205831,0.29479346,0.282010369,0.814802284,0.093847112,0.516166881,7,crustacivore
Serranidae,Plectranthias_cirrhitoides,0.01649832,0.02225705,0.49117244,0.325299604,0.040672107,0.190948682,0.003703486,0.031120044,0.143005933,0.211939079,6.67E-05,3.52E-04,0.001932267,0.026291591,0.30294875,0.285547144,0.815115542,0.09335454,0.520472652,7,crustacivore
Serranidae,Plectranthias_randalli,0.061564309,0.058332415,0.631425476,0.293747415,0.041919335,0.194987174,0.002471178,0.023965502,0.075565508,0.142438767,2.90E-04,0.001445971,5.07E-04,0.011368851,0.186257409,0.222756628,0.802792208,0.105837271,0.445337195,7,crustacivore
Serranidae,Niphon_spinosus,0.743277598,0.112598581,0.247249824,0.11083585,7.00E-05,0.002529926,7.88E-05,5.29E-04,7.54E-04,0.002109139,0.006264207,0.027571917,3.43E-06,4.11E-05,0.00230193,0.004089622,0.853213338,0.026372544,0.160471467,4,piscivore
Serranidae,Acanthistius_ocellatus,0.45946223,0.107548616,0.516582495,0.112373694,6.84E-04,0.017749073,2.46E-04,0.001728166,0.00491652,0.011617412,0.003063853,0.015175341,5.77E-05,0.001508076,0.014987507,0.018091524,0.831616382,0.028952359,0.158768387,7,crustacivore
Serranidae,Pseudanthias_parvirostris,0.030557076,0.040905377,0.670645194,0.275227631,0.00380673,0.050337373,0.003943753,0.029684914,0.106187352,0.191319962,2.48E-04,0.003570427,0.004858981,0.056103098,0.179752815,0.21287069,0.826597723,0.097838748,0.407328011,7,crustacivore
Serranidae,Mycteroperca_cidi,0.668922143,0.224348121,0.312623868,0.221415365,0.003991011,0.04924685,2.03E-04,0.002987968,7.49E-04,0.003691577,0.012060196,0.057484433,3.50E-05,7.27E-04,0.001415551,0.003693371,0.858690707,0.041987364,0.324227205,4,piscivore
Serranidae,Acanthistius_cinctus,0.494469272,0.108328204,0.4912045,0.109750904,1.04E-05,8.05E-05,1.54E-04,7.82E-04,0.003213094,0.007225446,0.001952741,0.007346561,1.01E-05,1.17E-04,0.008985794,0.011938381,0.84141993,0.02047396,0.155014825,4,piscivore
Serranidae,Lepidoperca_occidentalis,0.103164256,0.08696745,0.748122499,0.217787364,0.011044044,0.090550227,0.001071435,0.007440792,0.044669062,0.102714171,6.22E-04,0.006233825,2.84E-04,0.00390333,0.091022725,0.136161159,0.8136169,0.108569444,0.303963058,7,crustacivore
Serranidae,Pseudanthias_sheni,0.054899302,0.062358512,0.728967364,0.255130385,0.005353447,0.064073033,0.003327569,0.034595468,0.074708709,0.152028809,3.41E-04,0.003508097,0.002646504,0.033289255,0.129756361,0.190393566,0.829522677,0.102209411,0.367103864,7,crustacivore
